# Data generated by me. See .ipynb in root dir
,visitors,infected,situation
490,88698,18,vaccin
491,27961,23,vaccin
492,94914,99,vaccin
493,88447,84,vaccin
494,30738,7,vaccin
495,74889,54,vaccin
496,37247,54,vaccin
497,98611,75,vaccin
498,13194,6,vaccin
499,80639,101,vaccin
500,30165,17,vaccin
501,54535,59,vaccin
502,92064,25,vaccin
503,97774,209,vaccin
504,28365,2,vaccin
505,97971,160,vaccin
506,14344,12,vaccin
507,42419,47,vaccin
508,86578,153,vaccin
509,63167,41,vaccin
510,98497,121,vaccin
511,73472,200,vaccin
512,22998,5,vaccin
513,84736,61,vaccin
514,41419,20,vaccin
515,34539,34,vaccin
516,82993,58,vaccin
517,94427,25,vaccin
518,42522,61,vaccin
519,50177,35,vaccin
520,59614,42,vaccin
521,52178,7,vaccin
522,72734,1,vaccin
523,77727,12,vaccin
524,90070,71,vaccin
525,98240,27,vaccin
526,94463,25,vaccin
527,99571,50,vaccin
528,24533,7,vaccin
529,39612,10,vaccin
530,76020,6,vaccin
531,82050,20,vaccin
532,91451,54,vaccin
533,34856,11,vaccin
534,34040,1,vaccin
535,53343,90,vaccin
536,27524,17,vaccin
537,96596,22,vaccin
538,32309,29,vaccin
539,43899,16,vaccin
540,48391,40,vaccin
541,31162,43,vaccin
542,24618,44,vaccin
543,16334,24,vaccin
544,54799,22,vaccin
545,69399,38,vaccin
546,48037,25,vaccin
547,10688,8,vaccin
548,95075,62,vaccin
549,89266,47,vaccin
550,56483,31,vaccin
551,56021,50,vaccin
552,85921,71,vaccin
553,99603,65,vaccin
554,15778,19,vaccin
555,42405,11,vaccin
556,25837,1,vaccin
557,65148,7,vaccin
558,22478,17,vaccin
559,80710,84,vaccin
560,72282,7,vaccin
561,32582,68,vaccin
562,78738,9,vaccin
563,40470,7,vaccin
564,83968,20,vaccin
565,86538,93,vaccin
566,60479,57,vaccin
567,11909,8,vaccin
568,65286,9,vaccin
569,54975,48,vaccin
570,92685,94,vaccin
571,23189,7,vaccin
572,54372,29,vaccin
573,98321,145,vaccin
574,35115,45,vaccin
575,82322,83,vaccin
576,99986,148,vaccin
577,69452,111,vaccin
578,87722,69,vaccin
579,57858,2,vaccin
580,67173,92,vaccin
581,68168,111,vaccin
582,80598,66,vaccin
583,75355,66,vaccin
584,32975,1,vaccin
585,12851,15,vaccin
586,32119,12,vaccin
587,91628,108,vaccin
588,47885,26,vaccin
589,56526,43,vaccin
590,17975,4,vaccin
591,49973,68,vaccin
592,84866,61,vaccin
593,97749,77,vaccin
594,83067,34,vaccin
595,58852,16,vaccin
596,24394,58,vaccin
597,68310,40,vaccin
598,84261,58,vaccin
599,37548,83,vaccin
600,97733,109,vaccin
601,73563,65,vaccin
602,80569,32,vaccin
603,36498,6,vaccin
604,15597,14,vaccin
605,74693,91,vaccin
606,82904,8,vaccin
607,96801,124,vaccin
608,48050,16,vaccin
609,69596,32,vaccin
610,52822,37,vaccin
611,47942,53,vaccin
612,65655,55,vaccin
613,26079,20,vaccin
614,43104,11,vaccin
615,52850,33,vaccin
616,46746,19,vaccin
617,34883,44,vaccin
618,44222,50,vaccin
619,98417,210,vaccin
620,36325,83,vaccin
621,19340,3,vaccin
622,83776,37,vaccin
623,42475,38,vaccin
624,30351,7,vaccin
625,16667,33,vaccin
626,79598,79,vaccin
627,51976,96,vaccin
628,84659,59,vaccin
629,47313,42,vaccin
630,62429,69,vaccin
631,43045,23,vaccin
632,73892,74,vaccin
633,57230,109,vaccin
634,85808,142,vaccin
635,19865,9,vaccin
636,80350,32,vaccin
637,46618,11,vaccin
638,40527,43,vaccin
639,26187,19,vaccin
640,11800,8,vaccin
641,98471,59,vaccin
642,41894,42,vaccin
643,79237,19,vaccin
644,38669,37,vaccin
645,25445,8,vaccin
646,97339,43,vaccin
647,84791,12,vaccin
648,18432,6,vaccin
649,95392,139,vaccin
650,47358,6,vaccin
651,80665,21,vaccin
652,74059,62,vaccin
653,25152,6,vaccin
654,54968,35,vaccin
655,13792,28,vaccin
656,60143,9,vaccin
657,53493,7,vaccin
658,40652,51,vaccin
659,69168,104,vaccin
660,47399,66,vaccin
661,79130,55,vaccin
662,82879,2,vaccin
663,51468,101,vaccin
664,69538,17,vaccin
665,15438,8,vaccin
666,63365,31,vaccin
667,56596,17,vaccin
668,26736,6,vaccin
669,50179,28,vaccin
670,38738,54,vaccin
671,32677,48,vaccin
672,80397,16,vaccin
673,82735,73,vaccin
674,99123,67,vaccin
675,91728,44,vaccin
676,80723,46,vaccin
677,65984,126,vaccin
678,71619,106,vaccin
679,95127,150,vaccin
680,86003,132,vaccin
681,92004,93,vaccin
682,42335,46,vaccin
683,72862,28,vaccin
684,16407,9,vaccin
685,11521,7,vaccin
686,10276,8,vaccin
687,69647,38,vaccin
688,86103,62,vaccin
689,75840,21,vaccin
690,67269,85,vaccin
691,38477,20,vaccin
692,32240,28,vaccin
693,35152,40,vaccin
694,13036,15,vaccin
695,50403,23,vaccin
696,14515,1,vaccin
697,24156,14,vaccin
698,81542,9,vaccin
699,16641,8,vaccin
700,41799,43,vaccin
701,56399,29,vaccin
702,17253,15,vaccin
703,69086,65,vaccin
704,46757,13,vaccin
705,77567,9,vaccin
706,86479,53,vaccin
707,13567,22,vaccin
708,51566,65,vaccin
709,16990,21,vaccin
710,28063,1,vaccin
711,28293,3,vaccin
712,91925,14,vaccin
713,75630,170,vaccin
714,53437,85,vaccin
715,53264,63,vaccin
716,19190,22,vaccin
717,94964,340,vaccin
718,98783,37,vaccin
719,25816,26,vaccin
720,51377,1,vaccin
721,54142,33,vaccin
722,23573,18,vaccin
723,33883,13,vaccin
724,13285,3,vaccin
725,30329,15,vaccin
726,28349,39,vaccin
727,39741,23,vaccin
728,19348,6,vaccin
729,93646,178,vaccin
730,57762,60,vaccin
731,43164,10,vaccin
732,49091,55,vaccin
733,88459,30,vaccin
734,42709,0,vaccin
735,27675,13,vaccin
736,30736,26,vaccin
737,66974,51,vaccin
738,94985,84,vaccin
739,72089,7,vaccin
740,98619,221,vaccin
741,63619,9,vaccin
742,13175,7,vaccin
743,11143,24,vaccin
744,13440,0,vaccin
745,56530,33,vaccin
746,45458,7,vaccin
747,70803,30,vaccin
748,20712,5,vaccin
749,40161,18,vaccin
750,52820,40,vaccin
751,66189,3,vaccin
752,56196,1,vaccin
753,39861,3,vaccin
754,42060,21,vaccin
755,24238,58,vaccin
756,95481,45,vaccin
757,88247,26,vaccin
758,83788,127,vaccin
759,32614,3,vaccin
760,31045,14,vaccin
761,18453,11,vaccin
762,90693,111,vaccin
763,84064,202,vaccin
764,13174,6,vaccin
765,56329,9,vaccin
766,56286,15,vaccin
767,87422,20,vaccin
768,27938,38,vaccin
769,54522,24,vaccin
770,86272,113,vaccin
771,22924,14,vaccin
772,26387,37,vaccin
773,25831,0,vaccin
774,54174,30,vaccin
775,90845,4,vaccin
776,70716,27,vaccin
777,44257,98,vaccin
778,59588,72,vaccin
779,32002,45,vaccin
780,14300,5,vaccin
781,77009,47,vaccin
782,71426,9,vaccin
783,83201,62,vaccin
784,36481,36,vaccin
785,91369,94,vaccin
786,66496,19,vaccin
787,15217,17,vaccin
788,70505,74,vaccin
789,47728,53,vaccin
790,20018,51,vaccin
791,79782,2,vaccin
792,36404,34,vaccin
793,23555,11,vaccin
794,52426,9,vaccin
795,19734,14,vaccin
796,61438,77,vaccin
797,72098,68,vaccin
798,99340,31,vaccin
799,78900,72,vaccin
800,17858,11,vaccin
801,21483,5,vaccin
802,72634,45,vaccin
803,64866,18,vaccin
804,23514,6,vaccin
805,32989,8,vaccin
806,49343,32,vaccin
807,94481,75,vaccin
808,19836,37,vaccin
809,73673,35,vaccin
810,28123,31,vaccin
811,17527,5,vaccin
812,64788,69,vaccin
813,91778,67,vaccin
814,88413,131,vaccin
815,92772,11,vaccin
816,76534,59,vaccin
817,80827,162,vaccin
818,84048,3,vaccin
819,58677,124,vaccin
820,21521,30,vaccin
821,72106,113,vaccin
822,43398,53,vaccin
823,29345,31,vaccin
824,84267,7,vaccin
825,82688,266,vaccin
826,42628,23,vaccin
827,54457,32,vaccin
828,55011,64,vaccin
829,30991,16,vaccin
830,99779,45,vaccin
831,27913,17,vaccin
832,54583,27,vaccin
833,20146,16,vaccin
834,27294,29,vaccin
835,28495,15,vaccin
836,61702,43,vaccin
837,26920,22,vaccin
838,55998,13,vaccin
839,17028,7,vaccin
840,39067,19,vaccin
841,70322,29,vaccin
842,22169,5,vaccin
843,20047,16,vaccin
844,67881,160,vaccin
845,61377,86,vaccin
846,93103,118,vaccin
847,52405,48,vaccin
848,77066,129,vaccin
849,39972,48,vaccin
850,73779,51,vaccin
851,23639,13,vaccin
852,38244,73,vaccin
853,82038,95,vaccin
854,58695,46,vaccin
855,80915,46,vaccin
856,85238,15,vaccin
857,16611,13,vaccin
858,16444,14,vaccin
859,93347,47,vaccin
860,78288,68,vaccin
861,47227,74,vaccin
862,93000,20,vaccin
863,26619,19,vaccin
864,81190,31,vaccin
865,65718,55,vaccin
866,42033,22,vaccin
867,66416,5,vaccin
868,25678,19,vaccin
869,19410,36,vaccin
870,63798,34,vaccin
871,39149,13,vaccin
872,83737,68,vaccin
873,15225,9,vaccin
874,99624,118,vaccin
875,29134,36,vaccin
876,41460,40,vaccin
877,87819,17,vaccin
878,32556,21,vaccin
879,62544,46,vaccin
880,73423,48,vaccin
881,66300,9,vaccin
882,64130,57,vaccin
883,89135,109,vaccin
884,65300,156,vaccin
885,32442,119,vaccin
886,98109,46,vaccin
887,61628,67,vaccin
888,48231,23,vaccin
889,92601,29,vaccin
890,14464,6,vaccin
891,12286,14,vaccin
892,65478,106,vaccin
893,58479,63,vaccin
894,20342,30,vaccin
895,45873,42,vaccin
896,87000,38,vaccin
897,77958,173,vaccin
898,93009,140,vaccin
899,31839,10,vaccin
900,60818,29,vaccin
901,72019,49,vaccin
902,19460,24,vaccin
903,57147,24,vaccin
904,71300,48,vaccin
905,61806,52,vaccin
906,91558,1,vaccin
907,34987,4,vaccin
908,96521,18,vaccin
909,92947,88,vaccin
910,93731,6,vaccin
911,61619,20,vaccin
912,59160,56,vaccin
913,58006,36,vaccin
914,29566,7,vaccin
915,55030,55,vaccin
916,67689,15,vaccin
917,93397,164,vaccin
918,21211,14,vaccin
919,96068,76,vaccin
920,50365,9,vaccin
921,61889,21,vaccin
922,47731,0,vaccin
923,65750,60,vaccin
924,97404,69,vaccin
925,86318,12,vaccin
926,29777,1,vaccin
927,61829,72,vaccin
928,29184,12,vaccin
929,62958,84,vaccin
930,42889,7,vaccin
931,79623,26,vaccin
932,61305,113,vaccin
933,47492,50,vaccin
934,54898,4,vaccin
935,33729,4,vaccin
936,28734,12,vaccin
937,31384,13,vaccin
938,33495,11,vaccin
939,20137,17,vaccin
940,98122,83,vaccin
941,27222,15,vaccin
942,84895,105,vaccin
943,70074,77,vaccin
944,89256,52,vaccin
945,89973,7,vaccin
946,29603,12,vaccin
947,86439,176,vaccin
948,75083,160,vaccin
949,38182,29,vaccin
950,64409,72,vaccin
951,10203,1,vaccin
952,58774,22,vaccin
953,70088,37,vaccin
954,35296,49,vaccin
955,17391,31,vaccin
956,69594,28,vaccin
957,61059,97,vaccin
958,79182,83,vaccin
959,52921,39,vaccin
960,70572,21,vaccin
961,68963,73,vaccin
962,71447,5,vaccin
963,21303,8,vaccin
964,66169,38,vaccin
965,23421,46,vaccin
966,15138,24,vaccin
967,32853,49,vaccin
968,43123,20,vaccin
969,13021,2,vaccin
970,45614,9,vaccin
971,38334,18,vaccin
972,51700,12,vaccin
973,75753,61,vaccin
974,31920,27,vaccin
975,76619,15,vaccin
976,86525,16,vaccin
977,13277,0,vaccin
978,21530,34,vaccin
979,34379,10,vaccin
980,90479,20,vaccin
981,36474,4,vaccin
982,97331,24,vaccin
983,78208,20,vaccin
984,36983,14,vaccin
985,55993,79,vaccin
986,14317,4,vaccin
987,91107,41,vaccin
988,84117,55,vaccin
989,78068,81,vaccin
990,39545,44,vaccin
991,65708,8,vaccin
992,95936,32,vaccin
993,60710,49,vaccin
994,21310,17,vaccin
995,88791,99,vaccin
996,21892,4,vaccin
997,72724,61,vaccin
998,26338,23,vaccin
999,87281,166,vaccin
0,31387,6,vaccin_measures
1,85418,119,vaccin_measures
2,40918,11,vaccin_measures
3,38382,8,vaccin_measures
4,82524,5,vaccin_measures
5,95529,15,vaccin_measures
6,66513,45,vaccin_measures
7,56821,24,vaccin_measures
8,25734,16,vaccin_measures
9,62770,4,vaccin_measures
10,68592,19,vaccin_measures
11,82785,24,vaccin_measures
12,58917,22,vaccin_measures
13,14885,10,vaccin_measures
14,23175,13,vaccin_measures
15,32691,4,vaccin_measures
16,83818,9,vaccin_measures
17,17346,8,vaccin_measures
18,76200,29,vaccin_measures
19,48114,45,vaccin_measures
20,28008,16,vaccin_measures
21,87290,22,vaccin_measures
22,84869,8,vaccin_measures
23,82975,33,vaccin_measures
24,15880,0,vaccin_measures
25,73274,43,vaccin_measures
26,68478,25,vaccin_measures
27,51814,16,vaccin_measures
28,96163,16,vaccin_measures
29,17530,5,vaccin_measures
30,27839,20,vaccin_measures
31,66604,14,vaccin_measures
32,55097,7,vaccin_measures
33,21602,0,vaccin_measures
34,80394,47,vaccin_measures
35,47126,12,vaccin_measures
36,16434,2,vaccin_measures
37,36678,28,vaccin_measures
38,90242,104,vaccin_measures
39,92545,11,vaccin_measures
40,76261,38,vaccin_measures
41,11131,1,vaccin_measures
42,62221,22,vaccin_measures
43,87084,3,vaccin_measures
44,74960,5,vaccin_measures
45,89129,34,vaccin_measures
46,78104,50,vaccin_measures
47,83085,37,vaccin_measures
48,13011,0,vaccin_measures
49,38214,3,vaccin_measures
50,26899,8,vaccin_measures
51,71817,27,vaccin_measures
52,18757,11,vaccin_measures
53,90593,11,vaccin_measures
54,58743,43,vaccin_measures
55,77100,38,vaccin_measures
56,15664,3,vaccin_measures
57,63643,50,vaccin_measures
58,90101,27,vaccin_measures
59,67237,10,vaccin_measures
60,63222,30,vaccin_measures
61,29429,23,vaccin_measures
62,90926,9,vaccin_measures
63,51600,40,vaccin_measures
64,13097,2,vaccin_measures
65,80963,4,vaccin_measures
66,73814,3,vaccin_measures
67,63744,15,vaccin_measures
68,14573,5,vaccin_measures
69,89375,21,vaccin_measures
70,59635,18,vaccin_measures
71,37261,33,vaccin_measures
72,13676,10,vaccin_measures
73,96585,43,vaccin_measures
74,48274,13,vaccin_measures
75,23206,22,vaccin_measures
76,22335,8,vaccin_measures
77,50595,32,vaccin_measures
78,14606,2,vaccin_measures
79,17898,6,vaccin_measures
80,36374,6,vaccin_measures
81,99333,110,vaccin_measures
82,93454,24,vaccin_measures
83,97313,66,vaccin_measures
84,74319,25,vaccin_measures
85,64250,13,vaccin_measures
86,17907,5,vaccin_measures
87,97637,56,vaccin_measures
88,92796,21,vaccin_measures
89,97605,56,vaccin_measures
90,90464,12,vaccin_measures
91,17850,0,vaccin_measures
92,57501,23,vaccin_measures
93,40081,4,vaccin_measures
94,89346,36,vaccin_measures
95,84173,81,vaccin_measures
96,69816,31,vaccin_measures
97,69774,59,vaccin_measures
98,46021,0,vaccin_measures
99,13229,4,vaccin_measures
100,25176,0,vaccin_measures
101,93124,17,vaccin_measures
102,74429,19,vaccin_measures
103,60708,7,vaccin_measures
104,96899,33,vaccin_measures
105,43671,30,vaccin_measures
106,17791,3,vaccin_measures
107,46232,35,vaccin_measures
108,90090,19,vaccin_measures
109,74464,19,vaccin_measures
110,33143,7,vaccin_measures
111,99471,8,vaccin_measures
112,73887,11,vaccin_measures
113,37305,9,vaccin_measures
114,11548,6,vaccin_measures
115,80224,36,vaccin_measures
116,94225,13,vaccin_measures
117,94752,2,vaccin_measures
118,27108,3,vaccin_measures
119,38633,21,vaccin_measures
120,72740,47,vaccin_measures
121,81539,9,vaccin_measures
122,70697,4,vaccin_measures
123,39493,19,vaccin_measures
124,19138,0,vaccin_measures
125,85825,16,vaccin_measures
126,60227,23,vaccin_measures
127,95716,56,vaccin_measures
128,42610,10,vaccin_measures
129,41157,50,vaccin_measures
130,51926,43,vaccin_measures
131,96555,25,vaccin_measures
132,63893,17,vaccin_measures
133,81982,69,vaccin_measures
134,76178,44,vaccin_measures
135,68772,35,vaccin_measures
136,92047,8,vaccin_measures
137,20393,6,vaccin_measures
138,41848,15,vaccin_measures
139,17957,14,vaccin_measures
140,47173,16,vaccin_measures
141,70057,25,vaccin_measures
142,35546,7,vaccin_measures
143,56758,30,vaccin_measures
144,74976,11,vaccin_measures
145,14773,2,vaccin_measures
146,60041,34,vaccin_measures
147,14505,4,vaccin_measures
148,62928,5,vaccin_measures
149,88913,30,vaccin_measures
150,96875,11,vaccin_measures
151,29497,6,vaccin_measures
152,96547,47,vaccin_measures
153,87950,49,vaccin_measures
154,15560,1,vaccin_measures
155,68319,59,vaccin_measures
156,38928,2,vaccin_measures
157,54450,55,vaccin_measures
158,41428,2,vaccin_measures
159,25345,19,vaccin_measures
160,58424,30,vaccin_measures
161,42919,22,vaccin_measures
162,99432,69,vaccin_measures
163,33017,18,vaccin_measures
164,38461,8,vaccin_measures
165,94716,28,vaccin_measures
166,43093,47,vaccin_measures
167,93429,48,vaccin_measures
168,97861,6,vaccin_measures
169,92907,20,vaccin_measures
170,30014,9,vaccin_measures
171,20232,10,vaccin_measures
172,21113,4,vaccin_measures
173,56884,36,vaccin_measures
174,58320,25,vaccin_measures
175,66750,23,vaccin_measures
176,78585,41,vaccin_measures
177,83830,25,vaccin_measures
178,98039,4,vaccin_measures
179,79189,12,vaccin_measures
180,70919,38,vaccin_measures
181,38522,9,vaccin_measures
182,76106,27,vaccin_measures
183,52236,30,vaccin_measures
184,72673,56,vaccin_measures
185,12868,1,vaccin_measures
186,90072,40,vaccin_measures
187,35068,2,vaccin_measures
188,72830,11,vaccin_measures
189,56856,56,vaccin_measures
190,83609,18,vaccin_measures
191,22638,7,vaccin_measures
192,94759,75,vaccin_measures
193,82460,10,vaccin_measures
194,53124,25,vaccin_measures
195,17917,0,vaccin_measures
196,97826,11,vaccin_measures
197,18685,14,vaccin_measures
198,81704,23,vaccin_measures
199,81122,23,vaccin_measures
200,35382,20,vaccin_measures
201,87833,21,vaccin_measures
202,15565,6,vaccin_measures
203,37115,14,vaccin_measures
204,40099,15,vaccin_measures
205,10745,3,vaccin_measures
206,14661,5,vaccin_measures
207,86358,1,vaccin_measures
208,20271,4,vaccin_measures
209,74703,41,vaccin_measures
210,63456,9,vaccin_measures
211,46455,8,vaccin_measures
212,57041,6,vaccin_measures
213,23859,10,vaccin_measures
214,32348,15,vaccin_measures
215,98689,41,vaccin_measures
216,34050,3,vaccin_measures
217,74511,10,vaccin_measures
218,68160,61,vaccin_measures
219,68100,40,vaccin_measures
220,75646,35,vaccin_measures
221,82166,40,vaccin_measures
222,62788,16,vaccin_measures
223,10926,4,vaccin_measures
224,64023,26,vaccin_measures
225,62686,25,vaccin_measures
226,31541,25,vaccin_measures
227,17164,11,vaccin_measures
228,74622,17,vaccin_measures
229,67248,10,vaccin_measures
230,17310,4,vaccin_measures
231,26119,5,vaccin_measures
232,68073,14,vaccin_measures
233,11889,2,vaccin_measures
234,46165,32,vaccin_measures
235,19270,8,vaccin_measures
236,36907,14,vaccin_measures
237,91277,10,vaccin_measures
238,31286,20,vaccin_measures
239,94210,69,vaccin_measures
240,37997,19,vaccin_measures
241,89795,33,vaccin_measures
242,95787,51,vaccin_measures
243,60354,27,vaccin_measures
244,75216,35,vaccin_measures
245,38056,2,vaccin_measures
246,75313,39,vaccin_measures
247,64136,13,vaccin_measures
248,82621,43,vaccin_measures
249,99348,46,vaccin_measures
250,17734,2,vaccin_measures
251,78198,3,vaccin_measures
252,14756,5,vaccin_measures
253,47859,17,vaccin_measures
254,64879,3,vaccin_measures
255,28130,24,vaccin_measures
256,19116,13,vaccin_measures
257,67200,7,vaccin_measures
258,64180,14,vaccin_measures
259,99047,2,vaccin_measures
260,45000,10,vaccin_measures
261,59303,20,vaccin_measures
262,39106,36,vaccin_measures
263,52059,2,vaccin_measures
264,28012,6,vaccin_measures
265,37013,19,vaccin_measures
266,15901,1,vaccin_measures
267,27851,3,vaccin_measures
268,26747,22,vaccin_measures
269,21130,1,vaccin_measures
270,95183,23,vaccin_measures
271,99989,18,vaccin_measures
272,65690,22,vaccin_measures
273,43518,23,vaccin_measures
274,98158,97,vaccin_measures
275,89081,77,vaccin_measures
276,89696,2,vaccin_measures
277,38981,14,vaccin_measures
278,31630,0,vaccin_measures
279,96018,1,vaccin_measures
280,94289,70,vaccin_measures
281,53563,11,vaccin_measures
282,75862,13,vaccin_measures
283,97499,7,vaccin_measures
284,48134,1,vaccin_measures
285,28840,0,vaccin_measures
286,98605,13,vaccin_measures
287,36360,10,vaccin_measures
288,50483,2,vaccin_measures
289,29949,10,vaccin_measures
290,14699,0,vaccin_measures
291,54180,29,vaccin_measures
292,68051,8,vaccin_measures
293,58784,66,vaccin_measures
294,46444,16,vaccin_measures
295,99778,34,vaccin_measures
296,98519,14,vaccin_measures
297,25772,1,vaccin_measures
298,95549,32,vaccin_measures
299,48644,1,vaccin_measures
300,49231,19,vaccin_measures
301,45793,28,vaccin_measures
302,41720,8,vaccin_measures
303,29431,27,vaccin_measures
304,63526,4,vaccin_measures
305,43483,26,vaccin_measures
306,92801,12,vaccin_measures
307,72382,58,vaccin_measures
308,79867,19,vaccin_measures
309,94763,41,vaccin_measures
310,12598,11,vaccin_measures
311,79434,25,vaccin_measures
312,48521,6,vaccin_measures
313,52784,20,vaccin_measures
314,48767,32,vaccin_measures
315,32103,2,vaccin_measures
316,88124,60,vaccin_measures
317,84686,28,vaccin_measures
318,50427,54,vaccin_measures
319,82183,10,vaccin_measures
320,81557,19,vaccin_measures
321,94725,20,vaccin_measures
322,29131,37,vaccin_measures
323,59433,20,vaccin_measures
324,36443,12,vaccin_measures
325,96312,48,vaccin_measures
326,21185,8,vaccin_measures
327,68895,32,vaccin_measures
328,17916,0,vaccin_measures
329,67834,12,vaccin_measures
330,94876,11,vaccin_measures
331,44619,4,vaccin_measures
332,61020,8,vaccin_measures
333,81696,16,vaccin_measures
334,72556,7,vaccin_measures
335,14244,0,vaccin_measures
336,81621,67,vaccin_measures
337,81581,2,vaccin_measures
338,34144,0,vaccin_measures
339,92733,5,vaccin_measures
340,50510,30,vaccin_measures
341,99251,38,vaccin_measures
342,63741,0,vaccin_measures
343,11350,7,vaccin_measures
344,21373,9,vaccin_measures
345,52121,68,vaccin_measures
346,19428,2,vaccin_measures
347,19881,0,vaccin_measures
348,75128,8,vaccin_measures
349,55906,26,vaccin_measures
350,31175,7,vaccin_measures
351,14954,1,vaccin_measures
352,10438,3,vaccin_measures
353,76824,9,vaccin_measures
354,42752,48,vaccin_measures
355,79592,24,vaccin_measures
356,88314,42,vaccin_measures
357,73826,49,vaccin_measures
358,28528,9,vaccin_measures
359,31394,25,vaccin_measures
360,61197,41,vaccin_measures
361,77658,8,vaccin_measures
362,87393,32,vaccin_measures
363,94180,4,vaccin_measures
364,19962,0,vaccin_measures
365,26339,2,vaccin_measures
366,83345,3,vaccin_measures
367,67582,29,vaccin_measures
368,51145,14,vaccin_measures
369,39467,32,vaccin_measures
370,31105,7,vaccin_measures
371,24735,14,vaccin_measures
372,45934,16,vaccin_measures
373,94163,1,vaccin_measures
374,43349,17,vaccin_measures
375,44925,27,vaccin_measures
376,49431,22,vaccin_measures
377,94455,40,vaccin_measures
378,87143,78,vaccin_measures
379,67377,36,vaccin_measures
380,25477,4,vaccin_measures
381,83959,54,vaccin_measures
382,16705,14,vaccin_measures
383,71196,32,vaccin_measures
384,81804,31,vaccin_measures
385,87479,1,vaccin_measures
386,81253,26,vaccin_measures
387,72697,25,vaccin_measures
388,42558,2,vaccin_measures
389,92343,5,vaccin_measures
390,72715,64,vaccin_measures
391,64803,11,vaccin_measures
392,24753,2,vaccin_measures
393,36241,9,vaccin_measures
394,82602,68,vaccin_measures
395,63072,30,vaccin_measures
396,74234,87,vaccin_measures
397,25424,1,vaccin_measures
398,22732,0,vaccin_measures
399,52746,28,vaccin_measures
400,62860,39,vaccin_measures
401,98449,15,vaccin_measures
402,38436,21,vaccin_measures
403,67803,34,vaccin_measures
404,60781,1,vaccin_measures
405,49418,4,vaccin_measures
406,23723,17,vaccin_measures
407,64860,34,vaccin_measures
408,47666,10,vaccin_measures
409,49231,24,vaccin_measures
410,12525,1,vaccin_measures
411,58722,2,vaccin_measures
412,21723,8,vaccin_measures
413,63513,9,vaccin_measures
414,19669,10,vaccin_measures
415,92482,19,vaccin_measures
416,36910,6,vaccin_measures
417,80083,55,vaccin_measures
418,33476,4,vaccin_measures
419,36635,14,vaccin_measures
420,93299,16,vaccin_measures
421,72684,35,vaccin_measures
422,64272,46,vaccin_measures
423,17466,2,vaccin_measures
424,43674,2,vaccin_measures
425,33946,19,vaccin_measures
426,76524,66,vaccin_measures
427,92053,104,vaccin_measures
428,34180,6,vaccin_measures
429,70246,16,vaccin_measures
430,12217,1,vaccin_measures
431,68109,3,vaccin_measures
432,76163,56,vaccin_measures
433,43042,7,vaccin_measures
434,47260,2,vaccin_measures
435,89737,14,vaccin_measures
436,11562,0,vaccin_measures
437,52163,1,vaccin_measures
438,41940,31,vaccin_measures
439,94402,26,vaccin_measures
440,32785,0,vaccin_measures
441,99238,28,vaccin_measures
442,71521,27,vaccin_measures
443,32636,19,vaccin_measures
444,33102,5,vaccin_measures
445,23250,0,vaccin_measures
446,33717,0,vaccin_measures
447,54874,21,vaccin_measures
448,94440,2,vaccin_measures
449,51245,11,vaccin_measures
450,62398,28,vaccin_measures
451,75641,52,vaccin_measures
452,83935,62,vaccin_measures
453,70895,17,vaccin_measures
454,56896,38,vaccin_measures
455,37166,9,vaccin_measures
456,80137,10,vaccin_measures
457,35862,25,vaccin_measures
458,21615,32,vaccin_measures
459,78388,16,vaccin_measures
460,53896,7,vaccin_measures
461,54078,33,vaccin_measures
462,28832,9,vaccin_measures
463,25417,14,vaccin_measures
464,56426,52,vaccin_measures
465,47206,27,vaccin_measures
466,59712,12,vaccin_measures
467,22343,7,vaccin_measures
468,80946,52,vaccin_measures
469,57904,0,vaccin_measures
470,77215,33,vaccin_measures
471,94443,32,vaccin_measures
472,17515,4,vaccin_measures
473,79054,7,vaccin_measures
474,28374,3,vaccin_measures
475,51635,10,vaccin_measures
476,71299,41,vaccin_measures
477,87780,43,vaccin_measures
478,95387,15,vaccin_measures
479,34372,3,vaccin_measures
480,15586,6,vaccin_measures
481,52647,38,vaccin_measures
482,71613,20,vaccin_measures
483,65252,9,vaccin_measures
484,43680,19,vaccin_measures
485,96803,11,vaccin_measures
486,10006,14,vaccin_measures
487,77278,10,vaccin_measures
488,12098,2,vaccin_measures
489,53729,19,vaccin_measures
490,34767,3,vaccin_measures
491,13462,7,vaccin_measures
492,33147,0,vaccin_measures
493,83350,37,vaccin_measures
494,52656,56,vaccin_measures
495,45857,29,vaccin_measures
496,78136,30,vaccin_measures
497,74142,40,vaccin_measures
498,12513,3,vaccin_measures
499,33720,9,vaccin_measures
500,84654,49,vaccin_measures
501,95650,81,vaccin_measures
502,81626,62,vaccin_measures
503,32882,0,vaccin_measures
504,50761,22,vaccin_measures
505,82975,35,vaccin_measures
506,84133,21,vaccin_measures
507,24468,0,vaccin_measures
508,78674,29,vaccin_measures
509,54940,5,vaccin_measures
510,84619,39,vaccin_measures
511,75163,13,vaccin_measures
512,15582,14,vaccin_measures
513,90157,10,vaccin_measures
514,98087,48,vaccin_measures
515,40520,23,vaccin_measures
516,75228,33,vaccin_measures
517,49680,28,vaccin_measures
518,92316,36,vaccin_measures
519,49512,20,vaccin_measures
520,16662,11,vaccin_measures
521,56995,3,vaccin_measures
522,87089,0,vaccin_measures
